Character,Pinyin,Zhuyin,Definition,ExtendedDefinition
情緒,qing2xu4,ㄑㄧㄥˊㄒㄩˋ,mood,emotion; sentiment; mood; morale
癌癥,ai2zheng4,ㄞˊㄓㄥˋ,cancer,cancer
存款,cun2 kuan3,ㄘㄨㄣˊ ㄎㄨㄢˇ,deposit,deposit money in a bank; bank savings
全家,quan2jia1,ㄑㄩㄢˊㄐㄧㄚˉ,Family,whole family
儘量,jin3liang4,ㄐㄧㄣˇㄌㄧㄤˋ,As much as possible,as much as possible; to the best of one's ability
學術,xue2shu4,ㄒㄩㄝˊㄕㄨˋ,Academic,learning; science; academics
表情,biao3qing2,ㄅㄧㄠˇㄑㄧㄥˊ,expression,(facial) expression; express one's feelings
大眾,da4zhong4,ㄉㄚˋㄓㄨㄥˋ,public,the masses; people; public
醫師,yi1shi1, ,Physician,doctor
失眠,shi1mian2,ㄕˉㄇㄧㄢˊ,Insomnia,insomnia; suffer from insomnia
游戲,you2xi4,ㄧㄡˊㄒㄧˋ,game,game; play; recreation
蹲,dun1,ㄉㄨㄣˉ,squat,to crouch; to squat; to stay
根本,gen1ben3,ㄍㄣˉㄅㄣˇ,fundamental,root; essence; fundamental; basic; simply
轉向,zhuan3xiang4,ㄓㄨㄢˇㄒㄧㄤˋ,Turn,change direction; turn towards
為難,wei2nan2,ㄨㄟˊㄋㄢˊ,Embarrassed,make things difficult for someone; feel embarrassed; feel awkward
寂寞,ji4mo4,ㄐㄧˋㄇㄛˋ,lonely,lonely; lonesome
武器,wu3qi4,ㄨˇㄑㄧˋ,arms,weapon; arms
視野,shi4ye3,ㄕˋㄧㄝˇ,Vision,field of view; horizon; worldview
鮮血,xian1xue4,ㄒㄧㄢˉㄒㄩㄝˋ,Blood,fresh blood
機構,ji1gou4,ㄐㄧˉㄍㄡˋ,mechanism,structure; organization; institution
對於,dui4yu2,ㄉㄨㄟˋㄩˊ,for,regarding; as far as sth. is concerned; with regards to; for
有力,you3li4,ㄧㄡˇㄌㄧˋ,powerful,powerful; forceful; vigorous
支持,zhi1chi2,ㄓˉㄔˊ,support,sustain; hold out; support; stand by (e.g. international support)
安慰,an1wei4,ㄢˉㄨㄟˋ,comfort,to comfort; to console
干部,gan4bu4,ㄍㄢˋㄅㄨˋ,cadre,cadre / official / officer / manager; cadre (i.e. managerstaff officer  etc.)
公元,gong1yuan2,ㄍㄨㄥˉㄩㄢˊ,A.D.,(year) AD or CE
切,qie1,ㄑㄧㄝˉ,cut,to cut; to slice; rip off correspond to; absolutely; ardently
樣品,yang4pin3,ㄧㄤˋㄆㄧㄣˇ,sample,product sample; specimen; prototype
得罪,de2zui4,ㄉㄜˊㄗㄨㄟˋ,offend,offend; violate; a faux pas
碎,sui4,ㄙㄨㄟˋ,broken,broken; break into pieces
牽,qian1,ㄑㄧㄢˉ,Take,to lead along; to pull (an animal on a tether)
注射,zhu4she4,ㄓㄨˋㄕㄜˋ,injection,injection; inject (medicine)
靴子,xue1zi5,ㄒㄩㄝˉㄗ˙,boots,boots
罷工,ba4 gong1,ㄅㄚˋ ㄍㄨㄥˉ,strike,to strike; go on strike
抵抗,di3kang4,ㄉㄧˇㄎㄤˋ,resistance,resist; resistance
暖,nuan3,ㄋㄨㄢˇ,warm,warm
熱愛,re4'ai4,ㄖㄜˋ'ㄞˋ,Love,love ardently; adore; passion
下棋,xia4qi2,ㄒㄧㄚˋㄑㄧˊ,Play a chess,play chess
刺,ci4,ㄘˋ,prick,thorn; to sting; to prick; to stab; to murder (onom.) whoosh
留念,liu2nian4,ㄌㄧㄡˊㄋㄧㄢˋ,Take a reference,to keep as a souvenir
語音,yu3yin1,ㄩˇㄧㄣˉ,voice,speech sounds; pronunciation; voice
帶路,dai4lu4,ㄉㄞˋㄌㄨˋ,lead the way,to lead; to guide; show the way
濫用,lan4yong4,ㄌㄢˋㄩㄥˋ,abuse,to abuse; to misuse; use indiscriminately
普通話,pu3tong1hua4,ㄆㄨˇㄊㄨㄥˉㄏㄨㄚˋ,mandarin,Mandarin (common language)
心髒,xin1zang4,ㄒㄧㄣˉㄗㄤˋ,heart,heart (organ)
接近,jie1jin4,ㄐㄧㄝˉㄐㄧㄣˋ,near,near; to be close to; to approach
調,diao4,ㄉㄧㄠˋ,Tune,transfer; investigate; accent; tune; tone adjust; reconcile; season (food); provoke
牆壁,qiang2bi4,ㄑㄧㄤˊㄅㄧˋ,wall,wall
互助,hu4zhu4,ㄏㄨˋㄓㄨˋ,Mutual assistance,help each other
周,zhou1,ㄓㄡˉ,week,a cycle; circle; complete; all around (common surname)
週,zhou1,ㄓㄡˉ,week,week; a cycle
出境,chu1 jing4,ㄔㄨˉ ㄐㄧㄥˋ,Exit,leave the country or region; emigration
罰,fa2,ㄈㄚˊ,Punish,punish; to discipline; penalize
體驗,ti3yan4,ㄊㄧˇㄧㄢˋ,Experience,to experience for oneself; to personally experience
模糊,mo2hu5,ㄇㄛˊㄏㄨ˙,Vague,vague; indistinct; fuzzy; foggy
升學,sheng1 xue2,ㄕㄥˉ ㄒㄩㄝˊ,Study,enter the next higher school; graduate
舞蹈,wu3dao3,ㄨˇㄉㄠˇ,dance,dance
手術,shou3shu4,ㄕㄡˇㄕㄨˋ,Operation,surgery; operation
細節,xi4jie2,ㄒㄧˋㄐㄧㄝˊ,detail,details; particulars
罐頭,guan4tou5,ㄍㄨㄢˋㄊㄡ˙,can,can; tin
海峽,hai3xia2,ㄏㄞˇㄒㄧㄚˊ,Strait,channel; strait
技術,ji4shu4,ㄐㄧˋㄕㄨˋ,technology,technology; technique; skill
清醒,qing1xing3,ㄑㄧㄥˉㄒㄧㄥˇ,wide awake,clear-headed; sober; regain consciousness
趟,tang4,ㄊㄤˋ,trip,(mw for trips or times) to wade
左右,zuo3you4,ㄗㄨㄛˇㄧㄡˋ,about,about; approximate; around; left and right
住宅,zhu4zhai2,ㄓㄨˋㄓㄞˊ,Residential,residence; dwelling; tenement
汙,wu1,ㄨˉ,Sewage,(variant of 污) filthy; dirt; corrupt
污染,wu1ran3,ㄨˉㄖㄢˇ,Pollution,pollute
蚊子,wen2zi5,ㄨㄣˊㄗ˙,Mosquito,mosquito
時常,shi2chang2,ㄕˊㄔㄤˊ,often,time and again; often; frequently
鍵盤,jian4pan2,ㄐㄧㄢˋㄆㄢˊ,keyboard,keyboard
電台,dian4tai2,ㄉㄧㄢˋㄊㄞˊ,Radio station,transceiver; broadcasting station
團結,tuan2jie2,ㄊㄨㄢˊㄐㄧㄝˊ,Unite,unite; hold a rally; join forces
相片,xiang4pian4,ㄒㄧㄤˋㄆㄧㄢˋ,photo,image; photograph
相片兒,xiang4pian4r5,ㄒㄧㄤˋㄆㄧㄢˋr˙,Childcare,photograph; photo
親愛,qin1'ai4,ㄑㄧㄣˉ'ㄞˋ,dear,dear; beloved
墊,dian4,ㄉㄧㄢˋ,pad,cushion; to pad; underlay; to advance money
雙胞胎,shuang1bao1tai1,ㄕㄨㄤˉㄅㄠˉㄊㄞˉ,twin,twins
打扮,da3ban5,ㄉㄚˇㄅㄢ˙,dress up,dress up; put on make up; way or style of dressing
合算,he2suan4,ㄏㄜˊㄙㄨㄢˋ,Cost -effective,worthwhile; reckon up; calculate
統治,tong3zhi4,ㄊㄨㄥˇㄓˋ,rule,to rule (a country); govern; governance
公用,gong1yong4,ㄍㄨㄥˉㄩㄥˋ,public,public; for public use
維護,wei2hu4,ㄨㄟˊㄏㄨˋ,maintain,defend; safeguard; maintain
老實說,lao3shi2shuo1,ㄌㄠˇㄕˊㄕㄨㄛˉ,Honest,honestly speaking; truly; to be frank
傻,sha3,ㄕㄚˇ,Silly,foolish; fool
來源,lai2yuan2,ㄌㄞˊㄩㄢˊ,source,source; origin
自主,zi4zhu3,ㄗˋㄓㄨˇ,Autonomous,independent; to act for oneself; autonomous
大便,da4bian4,ㄉㄚˋㄅㄧㄢˋ,Stool,defecate; excrement; feces
人格,ren2ge2,ㄖㄣˊㄍㄜˊ,Personality,personality; moral integrity; character
強,qiang2,ㄑㄧㄤˊ,powerful,strong; powerful strive; make an effort; force
鏡子,jing4zi5,ㄐㄧㄥˋㄗ˙,Mirror,mirror; (colloquial) eyeglasses
扇子,shan4zi5,ㄕㄢˋㄗ˙,fan,fan (for waving)
群眾,qun2zhong4,ㄑㄩㄣˊㄓㄨㄥˋ,the masses,the masses; multitude
適合,shi4he2,ㄕˋㄏㄜˊ,Suitable for,to suit; to fit
廢气,fei4qi4,ㄈㄟˋㄑㄧˋ,Exhaust gas,waste (exhaust) gas; steam
課外,ke4wai4,ㄎㄜˋㄨㄞˋ,extracurricular,extracurricular
落伍,luo4wu3,ㄌㄨㄛˋㄨˇ,Outdoor,out of date; fall behind
磨,mo2,ㄇㄛˊ,grind,sharpen; to grind; hardship grindstone
師父,shi1fu5,ㄕˉㄈㄨ˙,Master,master; teacher (variant of ~傅)
展示,zhan3shi4,ㄓㄢˇㄕˋ,exhibit,open up; reveal; to display
預訂,yu4ding4,ㄩˋㄉㄧㄥˋ,Booking,place an order; book ahead; subscribe for
轉變,zhuan3bian4,ㄓㄨㄢˇㄅㄧㄢˋ,change,to change; to shift; transform
夫妻,fu1qi1,ㄈㄨˉㄑㄧˉ,couple,husband and wife
地震,di4zhen4,ㄉㄧˋㄓㄣˋ,earthquake,earthquake
瘋子,feng1zi5,ㄈㄥˉㄗ˙,madman,madman; lunatic
使,shi3,ㄕˇ,Make,to use; to make; to cause; enable; envoy; messenger
大清早,da4qing1zao3,ㄉㄚˋㄑㄧㄥˉㄗㄠˇ,In the morning,early in the morning
青,qing1,ㄑㄧㄥˉ,green,blue or green; young (Kangxi radical 174); Qinghai province (abbr.)
誠懇,cheng2ken3,ㄔㄥˊㄎㄣˇ,sincere,honest; sincere
鬆,song1,ㄙㄨㄥˉ,loose,loose; relax
歡喜,huan1xi3,ㄏㄨㄢˉㄒㄧˇ,joy,joyful; happy
和好,he2hao3,ㄏㄜˊㄏㄠˇ,reconcile,reconcile
運輸,yun4shu1,ㄩㄣˋㄕㄨˉ,transportation,transport; transportation
翅膀,chi4bang3,ㄔˋㄅㄤˇ,wing,wing
賺,zhuan4,ㄓㄨㄢˋ,earn,earn; make a profit cheat; swindle
妻子,qi1zi5,ㄑㄧˉㄗ˙,wife,wife
運送,yun4song4,ㄩㄣˋㄙㄨㄥˋ,transport,transport; carry
通常,tong1chang2,ㄊㄨㄥˉㄔㄤˊ,usually,regular; usual; normal; ordinary; usually
頭腦,tou2nao3,ㄊㄡˊㄋㄠˇ,mind,brain; mind
紛紛,fen1fen1,ㄈㄣˉㄈㄣˉ,One after another,one after another; in succession; in profusion; diverse; pell-mell
服,fu2,ㄈㄨˊ,Clothes,clothing; serve; obey; convince; take (medicine); accustomed to; (mw for medicinal dose)
回教,hui2jiao4,ㄏㄨㄟˊㄐㄧㄠˋ,Notice,Islam
伊斯蘭教,Yi1si1lan2jiao4,Yiˉㄙˉㄌㄢˊㄐㄧㄠˋ,Islam,Islam religion; Muslim religion
尖銳,jian1rui4,ㄐㄧㄢˉㄖㄨㄟˋ,sharp,sharp; intense; penetrating
破裂,po4lie4,ㄆㄛˋㄌㄧㄝˋ,rupture,burst; split; rupture
喊,han3,ㄏㄢˇ,call,call; cry; shout
闖,chuang3,ㄔㄨㄤˇ,Break through,rush; charge; break through; temper oneself
四季,si4ji4,ㄙˋㄐㄧˋ,four seasons,the four seasons
獎品,jiang3pin3,ㄐㄧㄤˇㄆㄧㄣˇ,prize,award; prize
消費,xiao1fei4,ㄒㄧㄠˉㄈㄟˋ,Consumption,consume; consumption; spending
報到,bao4dao4,ㄅㄠˋㄉㄠˋ,check in,report for duty; check in; register
常識,chang2shi2,ㄔㄤˊㄕˊ,common sense,common sense; general knowledge
連續,lian2xu4,ㄌㄧㄢˊㄒㄩˋ,continuous,continually; in a row; successively
融化,rong2hua4,ㄖㄨㄥˊㄏㄨㄚˋ,melt,melt; thaw
演奏,yan3zou4,ㄧㄢˇㄗㄡˋ,Play,give an instrumental performance
熟人,shu2ren2,ㄕㄨˊㄖㄣˊ,acquaintance,acquaintance; a familiar person
鼓,gu3,ㄍㄨˇ,drum,drum bulging; swelling
拔,ba2,ㄅㄚˊ,pull,pull out; draw out; raise; exceed; capture
一旁,yi4pang2,ㄧˋㄆㄤˊ,Aside,aside; to the side of
手段,shou3duan4,ㄕㄡˇㄉㄨㄢˋ,means,method; means (of doing sth.)
保,bao3,ㄅㄠˇ,Save,defend; protect
討,tao3,ㄊㄠˇ,discuss,ask for; demand; beg for; denounce
口音,kou3yin1,ㄎㄡˇㄧㄣˉ,accent,accent
生肖,sheng1xiao4,ㄕㄥˉㄒㄧㄠˋ,Chinese Zodiac,Chinese zodiac
階段,jie1duan4,ㄐㄧㄝˉㄉㄨㄢˋ,stage,stage; phase
气味,qi4wei4,ㄑㄧˋㄨㄟˋ,odor,odor; scent
強大,qiang2da4,ㄑㄧㄤˊㄉㄚˋ,powerful,large; formidable; powerful
過世,guo4shi4,ㄍㄨㄛˋㄕˋ,Die,pass away; die
爭取,zheng1qu3,ㄓㄥˉㄑㄩˇ,Strive for,fight for; compete for; strive
事物,shi4wu4,ㄕˋㄨˋ,thing,thing; object
徵求,zheng1qiu2,ㄓㄥˉㄑㄧㄡˊ,seek,solicit; seek; ask for; to request
升級,sheng1ji2,ㄕㄥˉㄐㄧˊ,upgrade,escalate; increase; rise; go up; to update; upgrade; promotion
名稱,ming2cheng1,ㄇㄧㄥˊㄔㄥˉ,name,name (of a thing); name (of an organization)
能干,neng2gan4,ㄋㄥˊㄍㄢˋ,capable,capable; competent
憤怒,fen4nu4,ㄈㄣˋㄋㄨˋ,anger,angry; indignant; furious; anger; indignation; wrath; ire
保持,bao3chi2,ㄅㄠˇㄔˊ,Keep,keep; maintain; preserve
書房,shu1fang2,ㄕㄨˉㄈㄤˊ,study,study (room)
開發,kai1fa1,ㄎㄞˉㄈㄚˉ,Develop,develop; to exploit (a resource)
合成,he2cheng2,ㄏㄜˊㄔㄥˊ,synthesis,compound; synthesis; mixture; to photoshop
隨手,sui2shou3,ㄙㄨㄟˊㄕㄡˇ,Do with,convenient; without extra trouble
反面,fan3mian4,ㄈㄢˇㄇㄧㄢˋ,Opposite,the reverse side of sth.; opposite side of a topic
采購,cai3gou4,ㄘㄞˇㄍㄡˋ,purchase,procure; purchase
零下,ling2xia4,ㄌㄧㄥˊㄒㄧㄚˋ,below zero,below zero centigrade
方,fang1,ㄈㄤˉ,square,square; direction; side; surname (Kangxi radical 70)
原理,yuan2li3,ㄩㄢˊㄌㄧˇ,principle,principle; theory
物質,wu4zhi4,ㄨˋㄓˋ,substance,matter; substance; material
靈活,ling2huo2,ㄌㄧㄥˊㄏㄨㄛˊ,flexible,flexible; nimble; agile
最少,zui4shao3,ㄗㄨㄟˋㄕㄠˇ,least,the least; at least; minimum
跌倒,die1dao3,ㄉㄧㄝˉㄉㄠˇ,fall,to fall; tumble; slip up
移,yi2,ㄧˊ,shift,to move; to shift; to change places; to change; to remove
尋,xun2,ㄒㄩㄣˊ,Searching,to search; seek
暑期,shu3qi1,ㄕㄨˇㄑㄧˉ,Summer season,summer vacation time; summer term
彼此,bi3ci3,ㄅㄧˇㄘˇ,each other,each other; one another
抬頭,tai2tou2,ㄊㄞˊㄊㄡˊ,look up,raise one's head; get a foothold; gain ground
傳,chuan2,ㄔㄨㄢˊ,pass,pass on; hand down; to spread biography; tale
走道,zou3dao4,ㄗㄡˇㄉㄠˋ,aisle,sidewalk; pavement; path; aisle
為何,wei4he2,ㄨㄟˋㄏㄜˊ,Why,(written) why? for what reason?
穩,wen3,ㄨㄣˇ,stable,stable; steady
許,xu3,ㄒㄩˇ,May,allow; to permit; to praise; maybe; perhaps
蝦子,xia1zi3,ㄒㄧㄚˉㄗˇ,Shrimp,shrimp roe
丈夫,zhang4fu5,ㄓㄤˋㄈㄨ˙,husband,husband; man
陪同,pei2tong2,ㄆㄟˊㄊㄨㄥˊ,Accompany,to accompany; company; a responsible official accompanying an important visitor or visiting delegation
凌晨,ling2chen2,ㄌㄧㄥˊㄔㄣˊ,Early morning,early in the morning; before dawn
犯錯,fan4cuo4,ㄈㄢˋㄘㄨㄛˋ,Make mistakes,make a mistake; to err
早晨,zao3chen5,ㄗㄠˇㄔㄣ˙,morning,(early) morning
一齊,yi4qi2,ㄧˋㄑㄧˊ,One by one,at the same time; in unison; simultaneously
倆,lia3,ㄌㄧㄚˇ,both,(colloquial) two (people); some; both
傳播,chuan2bo1,ㄔㄨㄢˊㄅㄛˉ,spread,propagate; transmit; to spread
如何,ru2he2,ㄖㄨˊㄏㄜˊ,how,how; what; what way
托兒所,tuo1'er2suo3,ㄊㄨㄛˉ'ㄦˊㄙㄨㄛˇ,nursery,nursery; child care center
接見,jie1jian4,ㄐㄧㄝˉㄐㄧㄢˋ,See,to receive (a visitor); to grant an interview
搬運,ban1yun4,ㄅㄢˉㄩㄣˋ,Carry,carry; transport; convey; portage
道,dao4,ㄉㄠˋ,road,way; direction; method; road; Dao(ism); MW for long thin things (rivers)
專門,zhuan1men2,ㄓㄨㄢˉㄇㄣˊ,specialized,specialist; specialized; customized
黃昏,huang2hun1,ㄏㄨㄤˊㄏㄨㄣˉ,dusk,dusk; evening; nightfall
京劇,jing1ju4,ㄐㄧㄥˉㄐㄩˋ,Peking opera,Beijing Opera
鋪,pu4,ㄆㄨˋ,shop,bed; store to spread; to lay
中毒,zhong4du2,ㄓㄨㄥˋㄉㄨˊ,Poisoning,be poisoned; poisoning; to get a virus (computers)
語气,yu3qi4,ㄩˇㄑㄧˋ,Tone,tone; manner of speaking; mood
撿,jian3,ㄐㄧㄢˇ,Pick up,pick up; collect; gather
演唱,yan3chang4,ㄧㄢˇㄔㄤˋ,Sing,sing (in front of an audience)
倒楣,dao3mei2,ㄉㄠˇㄇㄟˊ,Fall down,have bad luck; get into trouble
刷,shua1,ㄕㄨㄚˉ,brush,to brush; scrub; swipe (a card) whitened; pale
展開,zhan3 kai1,ㄓㄢˇ ㄎㄞˉ,Expand,spread out; unfold; expand; develop
申請,shen1qing3,ㄕㄣˉㄑㄧㄥˇ,Application,apply for; application
前頭,qian2tou5,ㄑㄧㄢˊㄊㄡ˙,Front,in front; ahead; above
依然,yi1ran2,ㄧˉㄖㄢˊ,still,still; as before
副,fu4,ㄈㄨˋ,vice,deputy; assistant; vice-; auxiliary; subsidiary; (mw for pairs sets of things facial expressions)
領土,ling3tu3,ㄌㄧㄥˇㄊㄨˇ,territory,territory
傳單,chuan2dan1,ㄔㄨㄢˊㄉㄢˉ,Leaflet,leaflet; flier; pamphlet
覺悟,jue2wu4,ㄐㄩㄝˊㄨˋ,consciousness,consciousness; awareness; (Buddhist) enlightenment
娛樂,yu2le4,ㄩˊㄌㄜˋ,entertainment,amusement; entertainment; recreation
巨大,ju4da4,ㄐㄩˋㄉㄚˋ,huge,immense; enormous; very large
完畢,wan2bi4,ㄨㄢˊㄅㄧˋ,complete,finish; end; complete
溫和,wen1he2,ㄨㄣˉㄏㄜˊ,mild,moderate; warm
信用,xin4yong4,ㄒㄧㄣˋㄩㄥˋ,Credit,one's credit (i.e. trustworthiness); credit (i.e. possible bank loan)
蛋白質,dan4bai2zhi4,ㄉㄢˋㄅㄞˊㄓˋ,protein,protein
超出,chao1chu1,ㄔㄠˉㄔㄨˉ,Excess,exceed; overstep; go too far; encroach
近視,jin4shi4,ㄐㄧㄣˋㄕˋ,Shortsighted,shortsighted; nearsighted; myopia
大都,da4du1,ㄉㄚˋㄉㄨˉ,Most,almost all; for the most part; mostly (also -dōu); metropolitan; Dadu (capital of China during the Yuan Dynasty 1280-1368 modern day Beijing
同志,tong2zhi4,ㄊㄨㄥˊㄓˋ,Gay,comrade; gay person (slang)
蜂蜜,feng1mi4,ㄈㄥˉㄇㄧˋ,Honey,honey
指責,zhi3ze2,ㄓˇㄗㄜˊ,Blame,to censure; criticize; find fault with
染,ran3,ㄖㄢˇ,dye,dye; contaminate; catch (a disease)
深刻,shen1ke4,ㄕㄣˉㄎㄜˋ,profound,profound; deep
企圖,qi3tu2,ㄑㄧˇㄊㄨˊ,attempt,(to) attempt; try
人才,ren2cai2,ㄖㄣˊㄘㄞˊ,Talent,talent; talented person
願,yuan4,ㄩㄢˋ,willing,to hope; to wish; desire; be willing
寧願,ning4yuan4,ㄋㄧㄥˋㄩㄢˋ,would rather,would rather; better
移動,yi2dong4,ㄧˊㄉㄨㄥˋ,move,to move; to shift; mobile; migration
貨物,huo4wu4,ㄏㄨㄛˋㄨˋ,goods,goods; commodity; merchandise
撐,cheng1,ㄔㄥˉ,support,to support; prop up; push or move with a pole; maintain; to open; fill to the bursting point
文藝,wen2yi4,ㄨㄣˊㄧˋ,Literature and art,literature and art
輪流,lun2liu2,ㄌㄨㄣˊㄌㄧㄡˊ,turn,to alternate; take turns; rotate
區域,qu1yu4,ㄑㄩˉㄩˋ,area,area; region; district
不良,bu4liang2,ㄅㄨˋㄌㄧㄤˊ,bad,bad; harmful; unhealthy
偶然,ou3ran2,ㄡˇㄖㄢˊ,accidental,(adjective) accidental; occasional; fortuitous; chance); (adverb) accidentally; by accident; by chance; once in a while; occasionally
運轉,yun4zhuan3,ㄩㄣˋㄓㄨㄢˇ,Run,revolve; operate; to work
掛號信,gua4hao4 xin4,ㄍㄨㄚˋㄏㄠˋ ㄒㄧㄣˋ,Registered letter,registered letter
局,ju2,ㄐㄩˊ,Bureau,office; situation; gathering; part; (mw for games rounds matches etc.)
煤,mei2,ㄇㄟˊ,coal,coal
抵,di3,ㄉㄧˇ,Discharge,prop up; resist; compensate for; to mortgage
賠償,pei2chang2,ㄆㄟˊㄔㄤˊ,compensation,compensate; pay for somebody else's loss
圍,wei2,ㄨㄟˊ,Siege,encircle; surround; enclose
攤子,tan1zi5,ㄊㄢˉㄗ˙,stall,stall; booth; setup
耽誤,dan1wu5,ㄉㄢˉㄨ˙,hold up,to delay; waste time
郵件,you2jian4,ㄧㄡˊㄐㄧㄢˋ,mail,mail; email
災害,zai1hai4,ㄗㄞˉㄏㄞˋ,disaster,disaster; calamity
處罰,chu3fa2,ㄔㄨˇㄈㄚˊ,Punish,to penalize; to punish; penalty; punishment
麻雀,ma2que4,ㄇㄚˊㄑㄩㄝˋ,sparrow,sparrow; mahjong
否定,fou3ding4,ㄈㄡˇㄉㄧㄥˋ,negative,deny; reject; negate; negative
歧視,qi2shi4,ㄑㄧˊㄕˋ,discriminate,discriminate (against someone)
一一,yi1yi1,ㄧˉㄧˉ,all,one by one; one after another
集合,ji2he2,ㄐㄧˊㄏㄜˊ,gather,gather; assemble; to muster
喪失,sang4shi1,ㄙㄤˋㄕˉ,Lose,to lose; to forfeit
發起,fa1qi3,ㄈㄚˉㄑㄧˇ,Initiate,to originate; to initiate; to launch (an attack an initiative etc.); to sponsor; to start; to propose sth. (for the first time)
千萬,qian1wan4,ㄑㄧㄢˉㄨㄢˋ,Tens of millions,ten million; be sure to; must
帳單,zhang4dan1,ㄓㄤˋㄉㄢˉ,bill,bill; tab
盲目,mang2mu4,ㄇㄤˊㄇㄨˋ,Blind,blind; blindness; aimless
混合,hun4he2,ㄏㄨㄣˋㄏㄜˊ,mix,to mix; to blend
受,shou4,ㄕㄡˋ,by,receive; accept; endure; suffer
拖鞋,tuo1xie2,ㄊㄨㄛˉㄒㄧㄝˊ,slippers,slippers flip-flops
閒,xian2,ㄒㄧㄢˊ,idle,spare time; free; idle; not busy
炮,pao4,ㄆㄠˋ,gun,cannon; gun; firecracker (Chinese medicine) roast in a pan
剪刀,jian3dao1,ㄐㄧㄢˇㄉㄠˉ,Scissors,scissors
捲,juan3,ㄐㄩㄢˇ,roll,to roll (up); to coil; (mw for tapes)
撈,lao1,ㄌㄠˉ,Fish,dredge up; fish up; gain
夢想,meng4xiang3,ㄇㄥˋㄒㄧㄤˇ,dream,to dream of; wishful thinking; dream
扁,bian3,ㄅㄧㄢˇ,flat,flat small
幅,fu2,ㄈㄨˊ,Scattered,width of cloth; size; (mw for pictures paintings textiles)
會計,kuai4ji5,ㄎㄨㄞˋㄐㄧ˙,Accounting,accountant; accounting
感激,gan3ji1,ㄍㄢˇㄐㄧˉ,gratitude,be grateful; appreciate; thankful
外地,wai4di4,ㄨㄞˋㄉㄧˋ,Foreign place,other places; foreign lands
數目,shu4mu4,ㄕㄨˋㄇㄨˋ,number,amount; number
一致,yi2zhi4,ㄧˊㄓˋ,Consistent,unanimous; identical (views or opinions); consistent
吸,xi1,ㄒㄧˉ,Suck,breathe; suck in; absorb; inhale
熱心,re4xin1,ㄖㄜˋㄒㄧㄣˉ,enthusiastic,enthusiastic; zealous; warmhearted
方案,fang1'an4,ㄈㄤˉ'ㄢˋ,Program,plan; program (for action etc.); proposal
丟臉,diu1lian3,ㄉㄧㄡˉㄌㄧㄢˇ,Shame,lose face; be disgraced
市區,shi4qu1,ㄕˋㄑㄩˉ,Urban area,urban area; city center
鑽石,zuan4shi2,ㄗㄨㄢˋㄕˊ,diamond,diamond
選手,xuan3shou3,ㄒㄩㄢˇㄕㄡˇ,Player,athlete; contestant; player
具體,ju4ti3,ㄐㄩˋㄊㄧˇ,specific,concrete; definite; specific
稅,shui4,ㄕㄨㄟˋ,Tax,tax
本領,ben3ling3,ㄅㄣˇㄌㄧㄥˇ,ability,skill; ability; capability
繳,jiao3,ㄐㄧㄠˇ,pay,to pay; hand over; to capture; seize
平衡,ping2heng2,ㄆㄧㄥˊㄏㄥˊ,balance,balance; balanced; equilibrium
割,ge1,ㄍㄜˉ,Cut,to cut (apart or off)
气憤,qi4fen4,ㄑㄧˋㄈㄣˋ,Indignation,indignant; furious
人員,ren2yuan2,ㄖㄣˊㄩㄢˊ,personnel,staff; crew; personnel
娶,qu3,ㄑㄩˇ,Marry,marry (a wife); take a wife
長輩,zhang3bei4,ㄓㄤˇㄅㄟˋ,elder,an elder; an elder generation
跪,gui4,ㄍㄨㄟˋ,kneel,kneel
清晨,qing1chen2,ㄑㄧㄥˉㄔㄣˊ,early morning,early morning
洞,dong4,ㄉㄨㄥˋ,Hole,cave; hole
獨自,du2zi4,ㄉㄨˊㄗˋ,alone,alone
平靜,ping2jing4,ㄆㄧㄥˊㄐㄧㄥˋ,calm,calm; peaceful; tranquil; serene
拼命,pin1 ming4,ㄆㄧㄣˉ ㄇㄧㄥˋ,Desperate,to risk one's life; exerting the utmost strength; with all one's might; at all costs; desperately
膽量,dan3liang4,ㄉㄢˇㄌㄧㄤˋ,courage,nerve; courage
主角,zhu3jue2,ㄓㄨˇㄐㄩㄝˊ,main character,main character; lead role; protagonist
過濾,guo4lv4,ㄍㄨㄛˋlvˋ,filter,to filter; filter
輸入,shu1ru4,ㄕㄨˉㄖㄨˋ,enter,input; enter; import
寬度,kuan1du4,ㄎㄨㄢˉㄉㄨˋ,width,width
委員,wei3yuan2,ㄨㄟˇㄩㄢˊ,Member,committee member
考察,kao3cha2,ㄎㄠˇㄔㄚˊ,Inspect,inspect; investigate; analyze
不宜,bu4yi2,ㄅㄨˋㄧˊ,Inappropriate,not suitable; inadvisable; inappropriate
投入,tou2ru4,ㄊㄡˊㄖㄨˋ,Invest,put into operation; throw into; invest
后院,hou4yuan4,ㄏㄡˋㄩㄢˋ,backyard,backyard; rear court; back garden
縮短,suo1duan3,ㄙㄨㄛˉㄉㄨㄢˇ,shorten,shorten; cut down; curtail
防,fang2,ㄈㄤˊ,Defend,prevent; protect; guard against; avoid
偏,pian1,ㄆㄧㄢˉ,Partial,one-sided; to lean; to slant; biased; to deviate from average
偏偏,pian1pian1,ㄆㄧㄢˉㄆㄧㄢˉ,Bias,just; but; only; willfully; insistently; persistently; contrary to expectations; unfortunately; perversely
后悔,hou4hui3,ㄏㄡˋㄏㄨㄟˇ,regret,to regret; repent
